#Org,Prog,Econ,CÓDIGO PARTIDA,Denominación ,Vinc.Org.,Vinc.Func,Vinc.Eco.,CRÉDITO INICIAL,MODIFICACIONES DE CRÉDITO,CRÉDITO TOTAL,TOTAL O
1.0,430,10000,430/10000,Retribuciones Organos de Gobierno,1.0,430,1,0.0,7650.02,7650.02,3278.58
1.0,430,16000,430/16000,Seguridad Social Comercio,1.0,430,1,0.0,2490.08,2490.08,1245.04
1.0,430,22199,430/22199,Suministros Varios,1.0,430,2,2000.0,0.0,2000.0,337.59
1.0,430,22606,430/22606,Feria de Comercio Local,1.0,430,2,15000.0,0.0,15000.0,50.0
1.0,430,22610,430/22610,Actividades Fomento de Comercio Local,1.0,430,2,70000.0,0.0,70000.0,51143.22
1.0,430,22610,430/22610,Actividades Fomento de Comercio Local,1.0,430,2,0.0,3289.87,3289.87,3289.87
1.0,432,10000,432/10000,RetribucionesOrganos de Gobierno,1.0,432,1,16000.0,-8710.54,7289.46,7289.46
1.0,432,16000,432/16000,Seguridad Social Turismo,1.0,432,1,5105.0,-2569.71,2535.29,2535.29
1.0,432,22606,432/22606,Actividades de desarrollo Turistico,1.0,432,2,45000.0,0.0,45000.0,12272.34
1.0,432,22606,432/22606,REMActividades de desarrollo Turistico,1.0,432,2,0.0,14024.0,14024.0,5676.0
1.0,432,46600,432/46600,Transferencia ADESGAM,1.0,432,4,0.0,1225.03,1225.03,1225.03
1.0,432,46600,432/46600,Transferencia ADESGAM,1.0,432,4,13000.0,0.0,13000.0,11127.36
1.0,493,22706,493/22706,Contratos de servicios Convenio de Consumo,1.0,493,2,1500.0,0.0,1500.0,0.0
1.0,912,10000,912/10000,Retribuciones Altos Cargos,1.0,912,1,106000.0,-21438.61,84561.39,68208.83
1.0,912,11000,912/11000,Retribuciones Personal Event.Gabinete,1.0,912,1,48392.43,-9000.0,39392.43,26511.34
1.0,912,12000,912/12000,Retribuciones Básicas Funcionarios,1.0,912,1,13100.0,0.0,13100.0,0.0
1.0,912,12003,912/12003,Retribuciones Básicas Funcionarios C1,1.0,912,1,0.0,0.0,0.0,7543.8
1.0,912,12006,912/12006,Retribuciones Básicas Funcionarios. Trienios,1.0,912,1,0.0,0.0,0.0,1655.4
1.0,912,12100,912/12100,Retribuciones Complementarias Funcionarios (Destino),1.0,912,1,18800.0,0.0,18800.0,4670.25
1.0,912,12101,912/12101,Retribuciones Complementarias Funcionarios (Especifico),1.0,912,1,0.0,0.0,0.0,8582.9
1.0,912,16000,912/16000,Cotización Seguridad Social,1.0,912,1,58000.0,-88.6,57911.4,37868.95
1.0,912,21300,912/21300,Reparacion y mantenimiento maquinaria  e instalac,1.0,912,2,5500.0,0.0,5500.0,1980.87
1.0,912,22001,912/22001,"Prensa, Revistas, Libros y otras Publicaciones",1.0,912,2,400.0,0.0,400.0,0.0
1.0,912,22199,912/22199,Suministros varios Equipo Gobierno y Gabinete Pren,1.0,912,2,1000.0,0.0,1000.0,332.75
1.0,912,22200,912/22200,Gastos de telefonia,1.0,912,2,4000.0,0.0,4000.0,2033.75
1.0,912,22400,912/22400,Seguros,1.0,912,2,100.0,0.0,100.0,0.0
1.0,912,22500,912/22500,Tasa Dominio Radioelectrico,1.0,912,2,0.0,0.0,0.0,100.0
1.0,912,22601,912/22601,Gastos de representacion Equipo de Gobierno,1.0,912,2,12000.0,0.0,12000.0,2536.74
1.0,912,22604,912/22604,Gastos Juridicos  Equipo de Gobierno,1.0,912,2,2500.0,0.0,2500.0,0.0
1.0,912,22605,912/22605,Gastos  de  Comunicación,1.0,912,2,40000.0,-10000.0,30000.0,17966.76
1.0,912,22605,912/22605,Gastos  de  Comunicación,1.0,912,2,0.0,1125.91,1125.91,823.41
1.0,912,22699,912/22699,Cuotas Federacion de Municipios,1.0,912,2,1600.0,0.0,1600.0,1577.8
1.0,912,22706,912/22706,Contratos de Estudios y Trabajos Técnicos,1.0,912,2,17000.0,0.0,17000.0,7659.47
1.0,912,22706,912/22706,Contratos de Estudios y Trabajos Técnicos,1.0,912,2,0.0,652.24,652.24,652.24
1.0,912,23030,912/23030,Asignaciones Asistencias Organos de Gobierno,1.0,912,2,13000.0,0.0,13000.0,12540.0
1.0,912,23120,912/23120,Gastos Locomocion Equipo de Gobierno,1.0,912,2,500.0,0.0,500.0,0.0
1.0,912,48900,912/48900,Asignacion Grupos municipales,1.0,912,4,10000.0,0.0,10000.0,3758.8
1.0,920,12000,920/12000,Retribuciones Basicas Funcionarios de Carrera,1.0,920,1,138000.0,14056.5,152056.5,0.0
1.0,920,12001,920/12001,Retribuciones Basicas Funcionarios de Carrera A1,1.0,920,1,0.0,0.0,0.0,29729.61
1.0,920,12003,920/12003,Retribuciones Basicas Funcionarios de Carrera C1,1.0,920,1,0.0,0.0,0.0,30175.2
1.0,920,12004,920/12004,Retribuciones Basicas Funcionarios de Carrera C2,1.0,920,1,0.0,0.0,0.0,19076.95
1.0,920,12006,920/12006,Retribuciones Basicas Trienios,1.0,920,1,0.0,0.0,0.0,18984.89
1.0,920,12100,920/12100,Retribuciones Compl Funcionarios de Carrera (Destino),1.0,920,1,161385.0,59011.5,220396.5,53072.64
1.0,920,12101,920/12101,Retribuciones Compl Funcionarios de Carrera (Especifico),1.0,920,1,0.0,0.0,0.0,100505.26
1.0,920,13000,920/13000,Retribuciones Personal Laboral Fijo Adm,1.0,920,1,32000.0,212.69,32212.69,22558.6
1.0,920,15100,920/15100,Gratificaciones Administracion General,1.0,920,1,15000.0,0.0,15000.0,182.96
1.0,920,16000,920/16000,Gastos Seg.Social Administracion,1.0,920,1,69500.0,10179.31,79679.31,68799.76
1.0,920,21200,920/21200,REM Reparacion Edificios,1.0,920,2,0.0,15236.86,15236.86,15236.86
1.0,920,21200,920/21200,Reparacion Edificios,1.0,920,2,7000.0,0.0,7000.0,1994.69
1.0,920,21300,920/21300,REM Reparacion Maquinaria e Instalaciones,1.0,920,2,0.0,87.9,87.9,87.9
1.0,920,21300,920/21300,Reparacion Maquinaria e Instalaciones,1.0,920,2,21000.0,0.0,21000.0,8022.95
1.0,920,21400,920/21400,Reparacion y Mantenimiento Vehiculos,1.0,920,2,0.0,0.0,0.0,693.21
1.0,920,21600,920/21600,Mantenimiento de Equipos Informaticos,1.0,920,2,20000.0,0.0,20000.0,8114.24
1.0,920,21600,920/21600,REMMantenimiento de Equipos Informaticos,1.0,920,2,0.0,356.95,356.95,356.95
1.0,920,21601,920/21601,REMMantenimiento de  Programas Informaticos,1.0,920,2,0.0,6037.42,6037.42,0.0
1.0,920,21601,920/21601,REMMantenimiento de  Programas Informaticos,1.0,920,2,0.0,5447.18,5447.18,363.0
1.0,920,21601,920/21601,Mantenimiento de  Programas Informaticos,1.0,920,2,32000.0,0.0,32000.0,26056.9
1.0,920,22000,920/22000,Material Oficina Administracion,1.0,920,2,20000.0,0.0,20000.0,8642.3
1.0,920,22001,920/22001,Publicaciones Admon.General,1.0,920,2,7000.0,0.0,7000.0,534.72
1.0,920,22001,920/22001,Publicaciones Admon.General,1.0,920,2,0.0,1792.99,1792.99,1792.98
1.0,920,22002,920/22002,Material Informatico no Inventariable,1.0,920,2,2000.0,0.0,2000.0,484.0
1.0,920,22100,920/22100,Suministros Energia Electrica Admon,1.0,920,2,20000.0,0.0,20000.0,15127.02
1.0,920,22101,920/22101,Suministros Agua Admon,1.0,920,2,2000.0,0.0,2000.0,1242.56
1.0,920,22103,920/22103,Suministros Combustibles y Carburantes Admon,1.0,920,2,750.0,0.0,750.0,146.56
1.0,920,22104,920/22104,Vestuario de Administracion,1.0,920,2,250.0,0.0,250.0,247.32
1.0,920,22110,920/22110,Productos de Limpieza y Aseo,1.0,920,2,1500.0,0.0,1500.0,693.3
1.0,920,22199,920/22199,Suministros Varios Admon.,1.0,920,2,1000.0,0.0,1000.0,1608.14
1.0,920,22200,920/22200,REMConsumo Telefonico Admon,1.0,920,2,0.0,2758.17,2758.17,0.0
1.0,920,22200,920/22200,Consumo Telefonico Admon,1.0,920,2,24000.0,0.0,24000.0,8273.98
1.0,920,22201,920/22201,Comunicaciones Postales y Telegraficas,1.0,920,2,30000.0,0.0,30000.0,19787.98
1.0,920,22400,920/22400,Primas Seguros Responsab. Civil Admon,1.0,920,2,12000.0,0.0,12000.0,15244.34
1.0,920,22402,920/22402,Seguro vehiculos,1.0,920,2,500.0,0.0,500.0,564.37
1.0,920,22403,920/22403,Seguro multiriesgo edificios,1.0,920,2,13000.0,0.0,13000.0,3242.82
1.0,920,22501,920/22501,Tributos a la Administracion,1.0,920,2,100.0,0.0,100.0,1890.33
1.0,920,22602,920/22602,Anuncios en Boletines y Prensa,1.0,920,2,30000.0,-21551.67,8448.33,3681.72
1.0,920,22604,920/22604,Indemnizaciones Responsabilidad Patrimonial,1.0,920,2,0.0,0.0,0.0,2662.0
1.0,920,22605,920/22605,Canones Registro,1.0,920,2,3000.0,0.0,3000.0,1106.08
1.0,920,22701,920/22701,Contrato Seguridad Casa Consistorial,1.0,920,2,0.0,0.0,0.0,273.59
1.0,920,22706,920/22706,REM Prevención de Riesgos Laborales,1.0,920,2,0.0,1497.32,1497.32,1497.32
1.0,920,22706,920/22706,Prevención de Riesgos Laborales,1.0,920,2,30000.0,0.0,30000.0,11307.46
1.0,920,22708,920/22708,Contrato de Servicios de Gestion catastral,1.0,920,2,0.0,0.0,0.0,0.0
1.0,920,22709,920/22709,Mantenimiento y Gestion Servicios financieros,1.0,920,2,3000.0,0.0,3000.0,1138.05
1.0,920,22710,920/22710,Contrato de Asistencia Juridica y Letrada,1.0,920,2,15000.0,0.0,15000.0,7986.0
1.0,920,22710,920/22710,REM Contrato de Asistencia Juridica y Letrada,1.0,920,2,0.0,998.25,998.25,998.25
1.0,920,22717,920/22717,Contrato de Servicios Informática,1.0,920,2,130000.0,0.0,130000.0,84918.58
1.0,920,22717,920/22717,REM Contrato de Servicios Informática,1.0,920,2,0.0,481.58,481.58,0.0
1.0,920,22718,920/22718,FA. Contrato de Restauracion y Digitalizacion Libro  de actas,1.0,920,2,0.0,0.0,0.0,0.0
1.0,920,22720,920/22720,Servicio de Mensajería,1.0,920,2,1000.0,0.0,1000.0,0.0
1.0,920,22721,920/22721,Contrato de Prestacion de Servicios Técnicos,1.0,920,2,4000.0,0.0,4000.0,12967.94
1.0,920,22721,920/22721,REMContrato de Prestacion de Servicios Técnicos,1.0,920,2,0.0,937.75,937.75,0.0
1.0,920,23020,920/23020,Dietas personal,1.0,920,2,1500.0,0.0,1500.0,979.16
1.0,920,23120,920/23120,Gastos Locomocion Personal,1.0,920,2,1500.0,0.0,1500.0,209.4
1.0,920,62300,920/62300,PIR CAMARAS DE SEGURIDAD,1.0,920,6,0.0,68231.95,68231.95,1185.8
1.0,920,62301,920/62301,Equipamiento Split  Ayuntamiento CTOEXT,1.0,920,6,0.0,0.0,0.0,0.0
1.0,920,62500,920/62500,"Equipamientos Mobiliario, enseres",1.0,920,6,0.0,1500.0,1500.0,1158.7
1.0,920,62600,920/62600,PIR Inversiones en Equipos  Tecnológicos,1.0,920,6,0.0,10129.73,10129.73,10931.22
1.0,920,62601,920/62601,Equipamiento de Plotter,1.0,920,6,0.0,3363.8,3363.8,3363.8
1.0,920,62602,920/62602,Inversiones en Equipos  Informatico CEX,1.0,920,6,0.0,30000.0,30000.0,0.0
1.0,924,10000,924/10000,Retribuciones Organos de Gobierno,1.0,924,1,0.0,10273.24,10273.24,4187.11
1.0,924,16000,924/16000,Seguridad Social Comercio,1.0,924,1,0.0,3129.87,3129.87,433.99
1.0,924,21601,924/21601,Mantenimiento de  Programas Informaticos,1.0,924,2,0.0,0.0,0.0,0.0
1.0,924,22606,924/22606,Actividades Fomento de Participacion Ciudadana,1.0,924,2,9000.0,0.0,9000.0,758.3
1.0,924,22609,924/22609,Actividades de Participacion Ciudadana,1.0,924,2,20000.0,0.0,20000.0,0.0
1.0,924,22609,924/22609,Actividades de Participacion Ciudadana,1.0,924,2,0.0,120.0,120.0,120.0
1.0,924,22706,924/22706,Contrato Prestación Servicios. Implementación Participación Ciudadana,1.0,924,2,9000.0,0.0,9000.0,0.0
1.0,924,22708,924/22708,Contratos de Servicios Tecnicos Implementacion,1.0,924,2,36000.0,0.0,36000.0,20841.28
1.0,924,22708,924/22708,Contratos de Servicios Tecnicos Implementacion,1.0,924,2,0.0,2432.1,2432.1,0.0
1.0,924,48900,924/48900,Subvenciones Asociaciones sin animo de lucro,1.0,924,4,3000.0,0.0,3000.0,0.0
1.0,925,10000,925/10000,Retribuciones Altos Cargos,1.0,925,1,0.0,0.0,0.0,0.0
1.0,925,12000,925/12000,Retribuciones Basicas Funcionarios de Carrera,1.0,925,1,54500.0,2800.0,57300.0,0.0
1.0,925,12003,925/12003,Retribuciones Basicas Funcionarios de Carrera C1,1.0,925,1,0.0,0.0,0.0,7543.8
1.0,925,12004,925/12004,Retribuciones Basicas Funcionarios de Carrera C2,1.0,925,1,0.0,0.0,0.0,25425.57
1.0,925,12006,925/12006,Retribuciones Basicas Trienios,1.0,925,1,0.0,0.0,0.0,5592.9
1.0,925,12100,925/12100,Retribuciones Compl Funcionarios de Carrera ( Destino),1.0,925,1,82000.0,2500.0,84500.0,22181.51
1.0,925,12101,925/12101,Retribuciones Compl Funcionarios de Carrera (Especifico),1.0,925,1,0.0,0.0,0.0,40063.0
1.0,925,16000,925/16000,Gastos Seg.Social Administracion,1.0,925,1,35400.0,1200.0,36600.0,26575.3
1.0,931,10000,931/10000,Retribuciones Altos Cargos,1.0,931,1,0.0,10500.0,10500.0,4500.0
1.0,931,12000,931/12000,Retribuciones Basicas Funcionarios de Carrera,1.0,931,1,142000.0,-5360.0,136640.0,11328.71
1.0,931,12001,931/12001,Retribuciones Basicas Funcionarios de Carrera A1,1.0,931,1,0.0,0.0,0.0,19820.21
1.0,931,12003,931/12003,Retribuciones Basicas Funcionarios de Carrera C1,1.0,931,1,0.0,0.0,0.0,30175.2
1.0,931,12004,931/12004,Retribuciones Basicas Funcionarios de Carrera C2,1.0,931,1,0.0,0.0,0.0,12717.97
1.0,931,12005,931/12005,Retribuciones Basicas Funcionarios de Carrera E,1.0,931,1,0.0,0.0,0.0,5825.4
1.0,931,12006,931/12006,Trienios,1.0,931,1,0.0,0.0,0.0,18631.86
1.0,931,12100,931/12100,Retribuciones Compl Funcionarios de Carrera (Destino),1.0,931,1,222000.0,-10500.0,211500.0,52666.41
1.0,931,12101,931/12101,Retribuciones Compl Funcionarios de Carrera (Especifico),1.0,931,1,0.0,0.0,0.0,108971.18
1.0,931,16000,931/16000,Gastos Seg.Social Administracion,1.0,931,1,87200.0,117.75,87317.75,64933.98
