#Org,Prog,Econ,CÓDIGO PARTIDA,Denominación ,Vinc.Org.,Vinc.Func,Vinc.Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
1.0,912,62300,912/62300,Inversiones en Maqunaria y Enseres: Carpa,912,62300,9,80000.0,0.0,80000.0,0.0
1.0,334,62300,334/62300,Equipamiento de Instalaciones. y Utillajes,334,62300,3,40000.0,4000.0,44000.0,57810.67
1.0,340,62300,340/62300,Instalaciones Edificios Deportivos,340,62300,3,0.0,40100.0,40100.0,45455.59
1.0,153,62300,1532/62300,Adquisicion de maquinaria y utillajes,153,62300,1,0.0,0.0,0.0,2006.54
1.0,135,62300,135/62300,Maquinaria e Instalaciones Proteccion Civil,135,62300,1,6000.0,2299.0,8299.0,2299.01
1.0,163,62300,163/62300,Adquisicion de maquinaria y utillajes Limpieza viaria,163,62300,1,0.0,150000.0,150000.0,0.0
1.0,920,62300,920/62300,Instalaciones Servicios Generales Casas Consistorial,920,62300,9,0.0,32263.0,32263.0,0.0
1.0,171,62300,171/62300,Inversiones en Maqunaria y Enseres,171,62300,1,0.0,55970.94,55970.94,418.94
1.0,320,62300,320/62300,Inversiones en Maquinaria y  Utillajes Colegios,320,62300,3,0.0,7260.0,7260.0,7260.0
1.0,234,62300,234/62300,REM-Inversiones en Equipamiento Centro Tercera Edad,234,62300,2,0.0,1473.28,1473.28,1473.28
1.0,340,62300,340/62300,REM-Instalaciones Edificios Deportivos,340,62300,3,0.0,7053.09,7053.09,7053.09
1.0,165,62300,165/62300,Inversion Reposicion de Alumbrado Público,165,62300,1,1711190.0,0.0,1711190.0,694778.16
1.0,920,62400,920/62400,Equipamiento vehiculo eléctrico,920,62400,9,11050.0,18950.0,30000.0,0.0
1.0,130,62400,130/62400,Vehiculo de Atestados. Equipamiento,130,62400,1,26000.0,0.0,26000.0,21812.67
1.0,334,62500,334/62500,REM-Equipamientos Mobiliario,334,62500,3,0.0,13532.16,13532.16,13532.16
1.0,320,62500,320/62500,REM-Mobiliario Educacion,320,62500,3,0.0,29604.7,29604.7,23167.5
1.0,334,62500,334/62500,Equipamientos Mobiliario,334,62500,3,40000.0,0.0,40000.0,929.18
1.0,153,62500,1532/62500,Equipamiento de  Mobiliario Urbano,153,62500,1,10000.0,0.0,10000.0,0.0
1.0,320,62500,320/62500,Mobiliario Educacion,320,62500,3,0.0,3000.0,3000.0,2922.15
1.0,920,62500,920/62500,Equipamientos Mobiliario,920,62500,9,0.0,0.0,0.0,1297.24
1.0,230,62500,230/62500,Mobiliario Servicios Sociales,230,62500,2,0.0,600.0,600.0,517.27
1.0,920,62600,920/62600,REM-Inversiones en Equipos Informáticos,920,62600,9,0.0,50735.21,50735.21,45387.01
1.0,241,62600,241/62600,Equipamiento Informático Empleo,241,62600,2,0.0,1400.0,1400.0,1331.0
1.0,920,62600,920/62600,Inversiones en Equipos Informáticos,920,62600,9,10000.0,11050.0,21050.0,17784.86
1.0,332,62600,3321/62600,REM-Inversiones en Equipos Informáticos- Impresora de carnet,332,62600,3,0.0,999.9,999.9,999.9
1.0,011,91300,011/91300,Amortización Prestamo Caja de Madrid,011,91300,0,374659.58,1219039.42,1593699.0,1585189.48
